,jname,ndup,uid,ra,dec,file,root,srcid,nGr,Grating,grade,zfit,z,zkey,capers_flag,zxor,nRef,sn50,wmin,wmax,Lya,Ha,OIII,L_Ha,L_OIII,HST,NIRCam,slit,Fnu,Flam,References,comment,z_aspect_flux_sum,z_aspect_pixel_count,z_aspect_flag,failed_opening
76,j001355.03m302019.69,1,24869,3.479285,-30.338804,abell2744-castellano1-v3_prism-clear_3073_19102.spec.fits,abell2744-castellano1-v3,19102,0,NaN,3,4.5123,4.5123,NaN,NaN,NaN,0,0.6,0.6,5.29,1.5,4.3,6.0,40.96,41.42,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
77,j001402.68m302019.01,1,24870,3.511157,-30.338614,abell2744-castellano1-v3_prism-clear_3073_19139.spec.fits,abell2744-castellano1-v3,19139,0,NaN,1,4.595,4.595,NaN,NaN,NaN,0,-0.16,0.6,5.29,2.8,1.7,0.6,40.45,40.29,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
78,j001403.21m302014.09,1,24871,3.51337,-30.337246,abell2744-castellano1-v3_prism-clear_3073_19226.spec.fits,abell2744-castellano1-v3,19226,0,NaN,3,1.1034,1.1035,NaN,NaN,NaN,0,26.88,0.6,5.29,NaN,6.5,3.2,40.71,40.46,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
79,j001402.94m302014.14,1,24872,3.512232,-30.337262,abell2744-castellano1-v3_prism-clear_3073_19258.spec.fits,abell2744-castellano1-v3,19258,0,NaN,3,0.7442,0.7442,NaN,NaN,NaN,0,36.2,0.6,5.29,NaN,13.9,11.8,40.9,40.85,NaN,NaN,NaN,NaN,NaN,-,NaN,0.28,0.26,2.0,False
80,j001403.07m302012.15,1,24873,3.512796,-30.336708,abell2744-castellano1-v3_prism-clear_3073_19421.spec.fits,abell2744-castellano1-v3,19421,0,NaN,3,3.4597,3.4597,NaN,NaN,NaN,0,4.04,0.6,5.29,NaN,37.5,61.6,41.79,42.35,NaN,NaN,NaN,NaN,NaN,-,NaN,3.45,3.47,3.0,False
81,j001347.77m301947.83,1,24874,3.449028,-30.329952,abell2744-castellano1-v3_prism-clear_3073_20443.spec.fits,abell2744-castellano1-v3,20443,0,NaN,3,2.1305,2.1305,NaN,NaN,NaN,0,4.72,0.6,5.29,NaN,13.2,16.2,41.2,41.46,NaN,NaN,NaN,NaN,NaN,-,NaN,2.12,0.53,2.0,False
82,j001402.47m301812.40,1,24876,3.510301,-30.303446,abell2744-castellano1-v3_prism-clear_3073_20530.spec.fits,abell2744-castellano1-v3,20530,0,NaN,1,0.8232,0.8232,NaN,NaN,NaN,0,1.92,0.6,5.29,NaN,1.0,4.5,39.46,40.24,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
83,j001349.95m301920.20,1,24877,3.458145,-30.322279,abell2744-castellano1-v3_prism-clear_3073_20564.spec.fits,abell2744-castellano1-v3,20564,0,NaN,3,4.0727,4.0727,NaN,NaN,NaN,0,0.72,0.6,5.29,0.0,4.9,4.1,40.97,41.25,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
84,j001401.60m301833.56,1,24878,3.50666,-30.309323,abell2744-castellano1-v3_prism-clear_3073_20573.spec.fits,abell2744-castellano1-v3,20573,0,NaN,1,1.0341,1.0341,NaN,NaN,NaN,0,3.76,0.6,5.29,NaN,1.8,3.0,40.01,40.38,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
85,j001347.85m301932.02,1,24879,3.44937,-30.32556,abell2744-castellano1-v3_prism-clear_3073_20594.spec.fits,abell2744-castellano1-v3,20594,0,NaN,3,3.3123,3.3123,NaN,NaN,NaN,0,7.56,0.6,5.29,NaN,37.6,43.9,42.05,42.42,NaN,NaN,NaN,NaN,NaN,-,NaN,3.31,3.33,3.0,False
86,j001402.55m301819.31,1,24880,3.510613,-30.305364,abell2744-castellano1-v3_prism-clear_3073_20605.spec.fits,abell2744-castellano1-v3,20605,0,NaN,3,5.6438,5.6438,NaN,NaN,NaN,0,2.27,0.6,5.29,0.0,33.1,51.1,42.15,42.66,NaN,NaN,NaN,NaN,NaN,-,DLA,5.63,5.67,3.0,False
87,j001350.51m301846.93,1,24882,3.460444,-30.313035,abell2744-castellano1-v3_prism-clear_3073_20648.spec.fits,abell2744-castellano1-v3,20648,0,NaN,3,3.2814,3.2814,NaN,NaN,NaN,0,0.96,0.6,5.29,NaN,7.8,6.9,40.98,41.22,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
88,j001357.57m301815.87,1,24883,3.489888,-30.304407,abell2744-castellano1-v3_prism-clear_3073_20673.spec.fits,abell2744-castellano1-v3,20673,0,NaN,3,2.1229,2.1229,NaN,NaN,NaN,0,166.72,0.66,5.29,NaN,40.8,34.8,42.65,42.65,NaN,NaN,NaN,NaN,NaN,-,"red, NUV lines agn",2.12,0.82,2.0,False
89,j001348.66m301927.49,1,24886,3.452744,-30.324302,abell2744-castellano1-v3_prism-clear_3073_20747.spec.fits,abell2744-castellano1-v3,20747,0,NaN,3,5.1085,5.1085,NaN,NaN,NaN,0,10.58,0.6,5.29,-3.8,59.2,57.8,42.92,43.22,NaN,NaN,NaN,NaN,NaN,-,NaN,5.1,5.15,3.0,False
90,j001352.80m301821.81,1,24887,3.470002,-30.306059,abell2744-castellano1-v3_prism-clear_3073_20811.spec.fits,abell2744-castellano1-v3,20811,0,NaN,3,5.3052,5.3052,NaN,NaN,NaN,0,2.28,0.6,5.29,-1.6,13.1,20.9,41.84,42.22,NaN,NaN,NaN,NaN,NaN,-,NaN,5.3,5.33,3.0,False
91,j001357.96m301920.13,1,24890,3.491485,-30.322259,abell2744-castellano1-v3_prism-clear_3073_20906.spec.fits,abell2744-castellano1-v3,20906,0,NaN,1,2.4857,2.4857,NaN,NaN,NaN,0,1.28,1.83,5.29,NaN,3.0,NaN,40.45,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
92,j001357.51m301826.05,1,24891,3.489643,-30.307237,abell2744-castellano1-v3_prism-clear_3073_20917.spec.fits,abell2744-castellano1-v3,20917,0,NaN,3,2.2814,2.2814,NaN,NaN,NaN,0,4.1,0.86,5.29,NaN,7.8,6.4,41.14,41.28,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
93,j001402.94m301825.61,1,24892,3.512233,-30.307113,abell2744-castellano1-v3_prism-clear_3073_20923.spec.fits,abell2744-castellano1-v3,20923,0,NaN,3,3.6616,3.6633,NaN,NaN,NaN,0,2.17,0.6,5.29,NaN,6.2,2.5,41.1,40.98,NaN,NaN,NaN,NaN,NaN,-,interactive fit -1 40 1.3 11 dq,NaN,NaN,1.0,False
94,j001354.26m301837.23,1,24894,3.476073,-30.310341,abell2744-castellano1-v3_prism-clear_3073_20949.spec.fits,abell2744-castellano1-v3,20949,0,NaN,3,5.7705,5.7705,NaN,NaN,NaN,0,0.88,0.6,4.6,-0.1,11.8,11.7,41.61,41.61,NaN,NaN,NaN,NaN,NaN,-,NaN,5.76,5.79,3.0,False
95,j001356.75m301827.73,1,24895,3.486456,-30.307704,abell2744-castellano1-v3_prism-clear_3073_21003.spec.fits,abell2744-castellano1-v3,21003,0,NaN,3,0.9134,0.9134,NaN,NaN,NaN,0,28.31,2.64,5.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
96,j001401.31m301914.19,1,24896,3.505457,-30.320609,abell2744-castellano1-v3_prism-clear_3073_21027.spec.fits,abell2744-castellano1-v3,21027,0,NaN,3,1.2182,1.2182,NaN,NaN,NaN,0,0.97,0.6,5.29,NaN,3.1,7.4,40.05,40.56,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
97,j001349.60m301920.63,1,24897,3.456649,-30.322396,abell2744-castellano1-v3_prism-clear_3073_21047.spec.fits,abell2744-castellano1-v3,21047,0,NaN,1,0.553,0.553,NaN,NaN,NaN,0,0.46,0.6,5.29,NaN,0.5,2.6,38.61,39.48,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
98,j001357.20m301916.20,1,24898,3.488333,-30.321167,abell2744-castellano1-v3_prism-clear_3073_21059.spec.fits,abell2744-castellano1-v3,21059,0,NaN,1,2.0455,2.0455,NaN,NaN,NaN,0,11.36,3.18,5.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
99,j001352.73m301832.51,1,24900,3.469693,-30.30903,abell2744-castellano1-v3_prism-clear_3073_21088.spec.fits,abell2744-castellano1-v3,21088,0,NaN,1,0.5262,0.5262,NaN,NaN,NaN,0,0.25,0.6,5.29,NaN,3.1,3.1,39.63,39.73,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
100,j001351.77m301831.28,2,25038,3.465669,-30.308687,abell2744-castellano1-v3_prism-clear_3073_21106.spec.fits,abell2744-castellano1-v3,21106,0,NaN,3,5.7814,5.7814,NaN,NaN,NaN,0,0.69,0.6,5.29,-0.4,14.6,20.9,41.88,42.13,NaN,NaN,NaN,NaN,NaN,-,NaN,5.78,5.8,3.0,False
101,j001402.93m301837.25,1,24902,3.512207,-30.310347,abell2744-castellano1-v3_prism-clear_3073_21148.spec.fits,abell2744-castellano1-v3,21148,0,NaN,3,3.4767,3.4767,NaN,NaN,NaN,0,6.0,0.6,5.29,NaN,21.9,27.2,41.55,41.91,NaN,NaN,NaN,NaN,NaN,-,NaN,3.46,3.5,3.0,False
102,j001352.60m301836.23,1,24903,3.469187,-30.310064,abell2744-castellano1-v3_prism-clear_3073_21159.spec.fits,abell2744-castellano1-v3,21159,0,NaN,1,1.1869,1.1869,NaN,NaN,NaN,0,0.96,0.6,5.29,NaN,0.8,1.3,39.48,39.74,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
103,j001400.85m301853.60,1,24904,3.50353,-30.31489,abell2744-castellano1-v3_prism-clear_3073_21179.spec.fits,abell2744-castellano1-v3,21179,0,NaN,3,3.2951,3.2951,NaN,NaN,NaN,0,1.05,0.6,5.29,NaN,6.5,5.2,40.88,41.07,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
104,j001358.99m301829.88,1,24905,3.495811,-30.3083,abell2744-castellano1-v3_prism-clear_3073_21188.spec.fits,abell2744-castellano1-v3,21188,0,NaN,1,3.1895,3.1895,NaN,NaN,NaN,0,0.58,0.6,5.29,NaN,6.2,1.0,40.9,40.42,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
105,j001351.40m301859.74,1,24906,3.464151,-30.316595,abell2744-castellano1-v3_prism-clear_3073_21217.spec.fits,abell2744-castellano1-v3,21217,0,NaN,3,1.1812,1.1812,NaN,NaN,NaN,0,2.42,0.6,5.29,NaN,8.8,12.6,40.75,41.22,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
106,j001401.57m301826.80,1,24907,3.506549,-30.307443,abell2744-castellano1-v3_prism-clear_3073_21220.spec.fits,abell2744-castellano1-v3,21220,0,NaN,1,1.4166,1.4166,NaN,NaN,NaN,0,3.18,0.6,5.29,NaN,1.8,1.0,40.18,39.99,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
107,j001349.75m301857.43,1,24908,3.457274,-30.315952,abell2744-castellano1-v3_prism-clear_3073_21224.spec.fits,abell2744-castellano1-v3,21224,0,NaN,3,1.4075,1.4078,NaN,NaN,NaN,0,160.06,0.6,5.29,NaN,3.2,-3.3,41.52,NaN,NaN,NaN,NaN,NaN,NaN,-,interactive fit 2 3 1.3 21,NaN,NaN,0.0,False
108,j001401.80m301838.28,1,24909,3.507498,-30.310633,abell2744-castellano1-v3_prism-clear_3073_21230.spec.fits,abell2744-castellano1-v3,21230,0,NaN,3,3.2878,3.2878,NaN,NaN,NaN,0,0.81,0.6,5.29,NaN,17.5,14.9,41.46,41.65,NaN,NaN,NaN,NaN,NaN,-,NaN,3.28,3.33,3.0,False
109,j001351.88m301836.34,1,24910,3.466152,-30.310095,abell2744-castellano1-v3_prism-clear_3073_21231.spec.fits,abell2744-castellano1-v3,21231,0,NaN,1,5.6285,5.6285,NaN,NaN,NaN,0,-0.01,0.6,5.29,-0.8,2.4,2.4,40.94,41.01,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
110,j001403.43m301848.75,1,24911,3.514284,-30.313542,abell2744-castellano1-v3_prism-clear_3073_21252.spec.fits,abell2744-castellano1-v3,21252,0,NaN,3,3.8268,3.8268,NaN,NaN,NaN,0,1.47,0.6,5.29,NaN,5.5,3.2,41.04,41.06,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
111,j001356.71m301830.38,1,24912,3.486283,-30.30844,abell2744-castellano1-v3_prism-clear_3073_21284.spec.fits,abell2744-castellano1-v3,21284,0,NaN,1,0.6465,0.6465,NaN,NaN,NaN,0,2.05,2.79,5.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
112,j001400.73m301844.26,1,24917,3.503047,-30.312295,abell2744-castellano1-v3_prism-clear_3073_21332.spec.fits,abell2744-castellano1-v3,21332,0,NaN,2,2.137,2.137,NaN,NaN,NaN,0,1.59,0.6,5.29,NaN,2.1,1.3,40.29,40.29,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
113,j001358.69m301840.44,1,24918,3.494554,-30.311234,abell2744-castellano1-v3_prism-clear_3073_21340.spec.fits,abell2744-castellano1-v3,21340,0,NaN,1,1.4174,1.4174,NaN,NaN,NaN,0,1.42,0.6,5.29,NaN,0.7,0.1,39.78,38.87,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
114,j001402.70m301835.59,1,24919,3.51123,-30.309886,abell2744-castellano1-v3_prism-clear_3073_21351.spec.fits,abell2744-castellano1-v3,21351,0,NaN,3,4.9577,4.9577,NaN,NaN,NaN,0,1.4,0.6,5.29,-0.8,8.5,12.0,41.4,41.83,NaN,NaN,NaN,NaN,NaN,-,NaN,4.95,4.98,3.0,False
115,j001402.27m301834.35,1,24921,3.509479,-30.309541,abell2744-castellano1-v3_prism-clear_3073_21353.spec.fits,abell2744-castellano1-v3,21353,0,NaN,3,3.2371,3.2371,NaN,NaN,NaN,0,1.41,0.6,5.29,NaN,10.0,19.0,41.52,42.16,NaN,NaN,NaN,NaN,NaN,-,NaN,3.22,3.27,3.0,False
116,j001357.52m301855.17,1,24924,3.489655,-30.315324,abell2744-castellano1-v3_prism-clear_3073_21396.spec.fits,abell2744-castellano1-v3,21396,0,NaN,1,5.7347,5.7347,NaN,NaN,NaN,0,0.52,1.92,5.29,NaN,4.0,2.4,41.36,41.18,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
117,j001401.19m301853.94,1,24925,3.504938,-30.314984,abell2744-castellano1-v3_prism-clear_3073_21416.spec.fits,abell2744-castellano1-v3,21416,0,NaN,2,3.4091,3.4091,NaN,NaN,NaN,0,0.83,0.6,5.29,NaN,2.2,5.2,40.54,41.21,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
118,j001357.53m301839.92,1,24928,3.489691,-30.311088,abell2744-castellano1-v3_prism-clear_3073_21488.spec.fits,abell2744-castellano1-v3,21488,0,NaN,3,1.2358,1.2357,NaN,NaN,NaN,0,2.35,1.26,5.29,NaN,8.4,NaN,40.71,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
119,j001400.22m301841.71,1,24930,3.500932,-30.311587,abell2744-castellano1-v3_prism-clear_3073_21511.spec.fits,abell2744-castellano1-v3,21511,0,NaN,1,0.5538,0.5538,NaN,NaN,NaN,0,0.63,0.6,5.29,NaN,2.3,0.4,39.28,38.59,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
120,j001401.91m301844.71,1,24931,3.50796,-30.312419,abell2744-castellano1-v3_prism-clear_3073_21516.spec.fits,abell2744-castellano1-v3,21516,0,NaN,3,2.8585,2.8585,NaN,NaN,NaN,0,2.03,0.61,5.29,NaN,11.5,12.2,41.49,41.81,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
121,j001401.64m301841.76,1,24932,3.506825,-30.3116,abell2744-castellano1-v3_prism-clear_3073_21519.spec.fits,abell2744-castellano1-v3,21519,0,NaN,3,5.5862,5.5862,NaN,NaN,NaN,0,1.01,0.6,5.29,-1.6,3.4,6.9,41.37,41.73,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
122,j001402.99m301847.83,1,24933,3.51244,-30.313287,abell2744-castellano1-v3_prism-clear_3073_21528.spec.fits,abell2744-castellano1-v3,21528,0,NaN,3,6.5073,6.5073,NaN,NaN,NaN,0,0.65,0.6,5.29,-0.5,11.0,10.9,41.96,41.96,NaN,NaN,NaN,NaN,NaN,-,NaN,6.5,6.52,3.0,False
123,j001402.74m301840.46,1,24934,3.511413,-30.311238,abell2744-castellano1-v3_prism-clear_3073_21537.spec.fits,abell2744-castellano1-v3,21537,0,NaN,3,6.0285,6.0285,NaN,NaN,NaN,0,1.13,0.6,5.29,0.6,23.2,35.8,42.14,42.42,NaN,NaN,NaN,NaN,NaN,-,NaN,6.02,6.05,3.0,False
124,j001357.25m301831.04,1,24935,3.488522,-30.308621,abell2744-castellano1-v3_prism-clear_3073_21547.spec.fits,abell2744-castellano1-v3,21547,0,NaN,3,3.4776,3.4776,NaN,NaN,NaN,0,0.99,1.64,5.29,NaN,14.1,17.0,41.31,41.62,NaN,NaN,NaN,NaN,NaN,-,NaN,3.46,3.5,3.0,False
125,j001402.82m301842.73,1,24936,3.51174,-30.31187,abell2744-castellano1-v3_prism-clear_3073_21580.spec.fits,abell2744-castellano1-v3,21580,0,NaN,1,3.293,3.293,NaN,NaN,NaN,0,1.1,0.6,5.29,NaN,3.4,3.2,40.94,41.23,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
126,j001350.55m301851.60,1,24937,3.460637,-30.314334,abell2744-castellano1-v3_prism-clear_3073_21622.spec.fits,abell2744-castellano1-v3,21622,0,NaN,1,4.2455,4.2455,NaN,NaN,NaN,0,0.11,0.6,5.29,0.7,-0.1,1.8,NaN,40.81,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
127,j001402.84m301911.63,1,24938,3.511838,-30.319898,abell2744-castellano1-v3_prism-clear_3073_21648.spec.fits,abell2744-castellano1-v3,21648,0,NaN,3,3.2286,3.2286,NaN,NaN,NaN,0,1.94,0.6,5.29,NaN,35.0,36.4,41.76,42.07,NaN,NaN,NaN,NaN,NaN,-,NaN,3.23,3.24,3.0,False
128,j001353.14m301846.03,1,24939,3.471406,-30.312785,abell2744-castellano1-v3_prism-clear_3073_21732.spec.fits,abell2744-castellano1-v3,21732,0,NaN,3,5.2475,5.2475,NaN,NaN,NaN,0,0.85,0.6,5.29,0.3,13.8,22.8,41.76,42.24,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
129,j001353.06m301845.47,1,24940,3.471064,-30.312629,abell2744-castellano1-v3_prism-clear_3073_21776.spec.fits,abell2744-castellano1-v3,21776,0,NaN,3,1.9987,1.9987,NaN,NaN,NaN,0,25.64,0.6,5.29,NaN,38.5,25.7,42.1,41.94,NaN,NaN,NaN,NaN,NaN,-,NaN,2.0,2.01,3.0,False
130,j001401.45m301910.89,1,24941,3.506056,-30.319692,abell2744-castellano1-v3_prism-clear_3073_21794.spec.fits,abell2744-castellano1-v3,21794,0,NaN,1,1.4082,1.4082,NaN,NaN,NaN,0,0.69,0.6,5.29,NaN,-0.9,0.7,NaN,39.63,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
131,j001350.02m301908.97,1,24942,3.458428,-30.319158,abell2744-castellano1-v3_prism-clear_3073_21795.spec.fits,abell2744-castellano1-v3,21795,0,NaN,3,2.548,2.548,NaN,NaN,NaN,0,28.71,0.6,5.29,NaN,39.5,22.8,42.0,41.84,NaN,NaN,NaN,NaN,NaN,-,NaN,2.54,2.56,3.0,False
132,j001357.24m301819.00,1,24943,3.48851,-30.305279,abell2744-castellano1-v3_prism-clear_3073_21823.spec.fits,abell2744-castellano1-v3,21823,0,NaN,1,1.0927,1.0928,NaN,NaN,NaN,0,1.7,1.17,5.29,NaN,1.4,NaN,39.29,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
133,j001356.98m301900.36,1,24945,3.487432,-30.316767,abell2744-castellano1-v3_prism-clear_3073_21847.spec.fits,abell2744-castellano1-v3,21847,0,NaN,1,5.7827,5.7827,NaN,NaN,NaN,0,0.26,0.6,5.29,NaN,3.5,1.5,41.16,40.82,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
134,j001402.70m301854.51,1,24946,3.511237,-30.315143,abell2744-castellano1-v3_prism-clear_3073_21861.spec.fits,abell2744-castellano1-v3,21861,0,NaN,1,0.7192,0.7192,NaN,NaN,NaN,0,0.92,0.6,5.29,NaN,1.7,0.3,39.36,38.64,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
135,j001353.66m301854.34,1,24947,3.473565,-30.315095,abell2744-castellano1-v3_prism-clear_3073_21925.spec.fits,abell2744-castellano1-v3,21925,0,NaN,1,1.5882,1.5882,NaN,NaN,NaN,0,1.67,0.6,5.29,NaN,2.0,2.3,40.15,40.28,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
136,j001402.02m301854.88,1,24948,3.508417,-30.315244,abell2744-castellano1-v3_prism-clear_3073_21935.spec.fits,abell2744-castellano1-v3,21935,0,NaN,1,3.3871,3.3871,NaN,NaN,NaN,0,0.91,0.6,5.29,NaN,1.2,1.3,40.13,40.41,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
137,j001357.94m301859.01,1,24949,3.491409,-30.316392,abell2744-castellano1-v3_prism-clear_3073_22000.spec.fits,abell2744-castellano1-v3,22000,0,NaN,2,2.4528,2.4528,NaN,NaN,NaN,0,2.14,1.05,5.29,NaN,4.5,4.1,40.78,40.98,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
138,j001350.81m301902.93,1,24950,3.461718,-30.317479,abell2744-castellano1-v3_prism-clear_3073_22029.spec.fits,abell2744-castellano1-v3,22029,0,NaN,3,2.9396,2.9396,NaN,NaN,NaN,0,0.58,0.6,5.29,NaN,3.6,8.7,40.84,41.51,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
139,j001401.87m301811.15,1,24952,3.507798,-30.303096,abell2744-castellano1-v3_prism-clear_3073_22082.spec.fits,abell2744-castellano1-v3,22082,0,NaN,3,1.2905,1.2905,NaN,NaN,NaN,0,7.83,0.6,5.29,NaN,4.1,6.2,40.73,40.9,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
140,j001400.55m301901.29,1,24953,3.502281,-30.317025,abell2744-castellano1-v3_prism-clear_3073_22115.spec.fits,abell2744-castellano1-v3,22115,0,NaN,3,1.9793,1.9793,NaN,NaN,NaN,0,3.73,0.6,5.29,NaN,16.0,27.5,41.06,41.49,NaN,NaN,NaN,NaN,NaN,-,NaN,1.96,0.45,2.0,False
141,j001350.36m301901.88,1,24955,3.459829,-30.317189,abell2744-castellano1-v3_prism-clear_3073_22196.spec.fits,abell2744-castellano1-v3,22196,0,NaN,1,1.1325,1.1325,NaN,NaN,NaN,0,0.09,0.6,5.29,NaN,1.2,-1.1,39.73,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
142,j001401.74m301818.61,1,24957,3.507271,-30.305171,abell2744-castellano1-v3_prism-clear_3073_22200.spec.fits,abell2744-castellano1-v3,22200,0,NaN,3,0.611,0.611,NaN,NaN,NaN,0,4.52,0.6,5.29,NaN,6.4,9.9,39.8,40.05,NaN,NaN,NaN,NaN,NaN,-,NaN,0.61,0.62,3.0,False
143,j001357.28m301934.13,1,24958,3.48868,-30.326148,abell2744-castellano1-v3_prism-clear_3073_22203.spec.fits,abell2744-castellano1-v3,22203,0,NaN,1,0.6726,0.6726,NaN,NaN,NaN,0,0.68,0.6,5.29,NaN,0.0,2.4,NaN,39.44,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
144,j001402.54m301856.10,1,24961,3.5106,-30.315583,abell2744-castellano1-v3_prism-clear_3073_22229.spec.fits,abell2744-castellano1-v3,22229,0,NaN,1,3.5973,3.5973,NaN,NaN,NaN,0,1.21,0.6,5.29,NaN,3.2,2.4,40.87,41.13,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
145,j001352.04m301908.70,1,24963,3.466828,-30.319083,abell2744-castellano1-v3_prism-clear_3073_22328.spec.fits,abell2744-castellano1-v3,22328,0,NaN,3,5.7922,5.7922,NaN,NaN,NaN,0,2.03,0.6,5.29,-2.0,5.5,9.5,41.62,41.93,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
146,j001357.95m301908.11,1,24965,3.491453,-30.318919,abell2744-castellano1-v3_prism-clear_3073_22398.spec.fits,abell2744-castellano1-v3,22398,0,NaN,1,0.8226,0.8226,NaN,NaN,NaN,0,0.58,1.33,5.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
147,j001357.06m301910.04,1,24967,3.487743,-30.319457,abell2744-castellano1-v3_prism-clear_3073_22457.spec.fits,abell2744-castellano1-v3,22457,0,NaN,1,5.9405,5.9405,NaN,NaN,NaN,0,0.29,0.6,5.29,NaN,1.1,2.0,40.57,40.93,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
148,j001400.00m301910.33,1,24968,3.500004,-30.319537,abell2744-castellano1-v3_prism-clear_3073_22472.spec.fits,abell2744-castellano1-v3,22472,0,NaN,3,5.0326,5.0326,NaN,NaN,NaN,0,1.79,0.6,5.29,0.9,13.0,16.5,41.44,41.8,NaN,NaN,NaN,NaN,NaN,-,NaN,5.02,5.06,3.0,False
149,j001356.71m301905.11,1,24969,3.486304,-30.318085,abell2744-castellano1-v3_prism-clear_3073_22475.spec.fits,abell2744-castellano1-v3,22475,0,NaN,3,5.2319,5.2319,NaN,NaN,NaN,0,3.94,0.6,5.29,-6.5,50.0,NaN,42.24,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
150,j001350.64m301930.44,1,24970,3.46099,-30.325122,abell2744-castellano1-v3_prism-clear_3073_22532.spec.fits,abell2744-castellano1-v3,22532,0,NaN,3,5.5888,5.5888,NaN,NaN,NaN,0,4.62,0.6,5.29,12.2,48.0,62.6,42.66,43.12,NaN,NaN,NaN,NaN,NaN,-,bright lae,5.59,5.63,3.0,False
151,j001349.11m301916.08,1,24971,3.454608,-30.321133,abell2744-castellano1-v3_prism-clear_3073_22554.spec.fits,abell2744-castellano1-v3,22554,0,NaN,1,5.3482,5.3482,NaN,NaN,NaN,0,0.17,0.6,5.29,1.2,0.7,2.7,40.36,41.05,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
