,jname,ndup,uid,ra,dec,file,root,srcid,nGr,Grating,grade,zfit,z,zkey,capers_flag,zxor,nRef,sn50,wmin,wmax,Lya,Ha,OIII,L_Ha,L_OIII,HST,NIRCam,slit,Fnu,Flam,References,comment,z_aspect_flux_sum,z_aspect_pixel_count,z_aspect_flag,failed_opening
11564,j033235.65m274638.50,1,10195,53.148532,-27.777362,jades-gds-wide2-v3_prism-clear_1180_9593.spec.fits,jades-gds-wide2-v3,9593,0,NaN,3,3.6062,3.6062,NaN,NaN,NaN,0,17.34,0.6,5.29,NaN,30.7,36.5,42.08,42.49,NaN,NaN,NaN,NaN,NaN,-,Redshifts match v2 grade=3,3.58,3.63,3.0,False
11565,j033246.24m274703.20,4,9468,53.19268,-27.784221,jades-gds-wide2-v3_prism-clear_1180_9642.spec.fits,jades-gds-wide2-v3,9642,3,G140M   G235M   G395M,3,4.841,4.841,NaN,NaN,NaN,1,6.13,0.6,5.29,-3.3,46.0,50.2,42.47,42.77,NaN,NaN,NaN,NaN,NaN,CSi23  z=N/A,Redshifts match v2 grade=3,4.83,2.08,2.0,False
11566,j033241.61m274906.12,4,9469,53.173381,-27.818368,jades-gds-wide2-v3_prism-clear_1180_9657.spec.fits,jades-gds-wide2-v3,9657,3,G140M   G235M   G395M,3,4.5036,4.5036,NaN,NaN,NaN,0,5.18,0.6,5.29,-2.2,1.5,1.2,40.23,40.41,NaN,NaN,NaN,NaN,NaN,-,balmer break PSB no lines,NaN,NaN,0.0,False
11567,j033243.52m274814.48,4,9470,53.181334,-27.804022,jades-gds-wide2-v3_prism-clear_1180_9688.spec.fits,jades-gds-wide2-v3,9688,3,G140M   G235M   G395M,3,4.5174,4.5174,NaN,NaN,NaN,1,1.77,0.6,5.29,-2.9,19.7,24.0,41.74,42.17,NaN,NaN,NaN,NaN,NaN,CSi23  z=N/A,Redshifts match v2 grade=3,4.51,4.55,3.0,False
11568,j033233.79m274807.85,4,9471,53.140774,-27.802181,jades-gds-wide2-v3_prism-clear_1180_9698.spec.fits,jades-gds-wide2-v3,9698,3,G140M   G235M   G395M,3,5.9137,5.9137,NaN,NaN,NaN,2,3.6,0.6,5.29,1.3,35.9,40.2,42.39,42.55,NaN,NaN,NaN,NaN,NaN,CSi23  z=N/A ;  VKo24  z=N/A,Redshifts match v2 grade=3,5.91,5.94,3.0,False
11569,j033245.32m274803.78,9,7663,53.188849,-27.801049,jades-gds-wide2-v3_prism-clear_1180_9703.spec.fits,jades-gds-wide2-v3,9703,3,G140M   G235M   G395M,3,2.8482,2.8482,NaN,NaN,NaN,0,2.85,0.6,5.29,NaN,5.2,5.3,40.76,41.07,NaN,NaN,NaN,NaN,NaN,-,Redshifts match v2 grade=3,NaN,NaN,0.0,False
11570,j033228.82m274737.81,4,9472,53.12008,-27.793837,jades-gds-wide2-v3_prism-clear_1180_9790.spec.fits,jades-gds-wide2-v3,9790,3,G140M   G235M   G395M,3,3.4696,3.4696,NaN,NaN,NaN,0,2.65,0.6,5.29,NaN,26.9,37.5,41.69,42.12,NaN,NaN,NaN,NaN,NaN,-,Redshifts match v2 grade=3,3.46,3.52,3.0,False
11571,j033242.15m274800.02,4,9473,53.175638,-27.800007,jades-gds-wide2-v3_prism-clear_1180_98260.spec.fits,jades-gds-wide2-v3,98260,3,G140M   G235M   G395M,1,2.6131,2.6131,NaN,NaN,NaN,0,0.24,0.6,5.29,NaN,1.1,0.7,40.23,40.27,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11572,j033235.60m274642.40,4,9474,53.148344,-27.778445,jades-gds-wide2-v3_prism-clear_1180_9845.spec.fits,jades-gds-wide2-v3,9845,3,G140M   G235M   G395M,3,3.3276,3.3276,NaN,NaN,NaN,0,9.88,0.6,5.29,NaN,14.4,12.5,41.48,41.7,NaN,NaN,NaN,NaN,NaN,-,Redshifts match v2 grade=3,3.32,3.37,3.0,False
11573,j033237.70m274621.76,8,9475,53.157066,-27.77271,jades-gds-wide2-v3_prism-clear_1180_9898.spec.fits,jades-gds-wide2-v3,9898,3,G140M   G235M   G395M,3,5.972,5.972,NaN,NaN,NaN,1,0.97,0.6,5.29,1.8,5.0,12.8,41.17,41.57,NaN,NaN,NaN,NaN,NaN,KSc21  z=5.979,Redshifts match v2 grade=3,5.97,6.0,3.0,False
11574,j033235.20m274710.31,8,9476,53.146681,-27.786197,jades-gds-wide2-v3_prism-clear_1180_9924.spec.fits,jades-gds-wide2-v3,9924,3,G140M   G235M   G395M,3,5.5248,5.5248,NaN,NaN,NaN,1,6.18,0.6,5.29,0.8,21.3,39.8,41.85,42.16,NaN,NaN,NaN,NaN,NaN,CSi23  z=N/A,Redshifts match v2 grade=3,5.51,5.55,3.0,False
11575,j033246.79m274713.61,4,9477,53.194969,-27.787114,jades-gds-wide2-v3_prism-clear_1180_9945.spec.fits,jades-gds-wide2-v3,9945,3,G140M   G235M   G395M,3,3.6432,3.6432,NaN,NaN,NaN,0,6.43,0.6,5.29,NaN,46.7,56.1,42.29,42.75,NaN,NaN,NaN,NaN,NaN,-,Redshifts match v2 grade=3,3.63,3.66,3.0,False
11576,j033241.11m274723.02,4,9478,53.1713,-27.789728,jades-gds-wide2-v3_prism-clear_1180_9948.spec.fits,jades-gds-wide2-v3,9948,3,G140M   G235M   G395M,3,2.9717,2.9717,NaN,NaN,NaN,0,2.94,0.6,5.29,NaN,1.7,1.6,40.14,40.48,NaN,NaN,NaN,NaN,NaN,-,Redshifts match v2 grade=3,NaN,NaN,0.0,False
11577,j033234.59m274843.89,4,23144,53.144124,-27.812192,jades-gds-wide3-v3_prism-clear_1180_10004765.spec.fits,jades-gds-wide3-v3,10004765,3,G140M   G235M   G395M,3,2.8489,2.8489,NaN,NaN,NaN,0,1.58,0.6,5.29,NaN,19.4,19.1,41.27,41.62,NaN,NaN,NaN,NaN,NaN,-,NaN,2.83,2.89,3.0,False
11578,j033235.76m274655.09,10,21767,53.149017,-27.781951,jades-gds-wide3-v3_prism-clear_1180_10007444.spec.fits,jades-gds-wide3-v3,10007444,3,G140M   G235M   G395M,3,1.9069,1.9069,NaN,NaN,NaN,0,24.01,0.6,5.29,NaN,26.1,12.2,41.69,41.44,NaN,NaN,NaN,NaN,NaN,-,NaN,1.9,1.92,3.0,False
11579,j033249.89m274928.44,4,23146,53.207865,-27.824566,jades-gds-wide3-v3_prism-clear_1180_10010433.spec.fits,jades-gds-wide3-v3,10010433,3,G140M   G235M   G395M,2,0.7494,0.7494,NaN,NaN,NaN,0,8.2,0.6,5.29,NaN,2.4,1.6,39.7,39.62,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11580,j033248.22m274924.94,4,23147,53.200918,-27.823595,jades-gds-wide3-v3_prism-clear_1180_10010487.spec.fits,jades-gds-wide3-v3,10010487,3,G140M   G235M   G395M,1,0.8798,0.8798,NaN,NaN,NaN,0,3.07,0.6,5.29,NaN,1.7,1.2,39.72,39.71,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11581,j033247.90m274850.09,4,23148,53.199601,-27.813915,jades-gds-wide3-v3_prism-clear_1180_10010937.spec.fits,jades-gds-wide3-v3,10010937,3,G140M   G235M   G395M,3,1.6153,1.6153,NaN,NaN,NaN,0,6.84,0.6,5.29,NaN,12.6,10.8,40.9,40.93,NaN,NaN,NaN,NaN,NaN,-,NaN,1.59,0.28,2.0,False
11582,j033248.87m274844.13,4,23149,53.203625,-27.812259,jades-gds-wide3-v3_prism-clear_1180_10011015.spec.fits,jades-gds-wide3-v3,10011015,3,G140M   G235M   G395M,3,2.85,2.85,NaN,NaN,NaN,0,9.29,0.6,5.29,NaN,22.8,22.8,41.91,42.16,NaN,NaN,NaN,NaN,NaN,-,NaN,2.84,2.88,3.0,False
11583,j033247.45m274841.32,4,23150,53.197727,-27.811477,jades-gds-wide3-v3_prism-clear_1180_10011037.spec.fits,jades-gds-wide3-v3,10011037,3,G140M   G235M   G395M,3,2.8113,2.8113,NaN,NaN,NaN,0,23.73,0.6,5.29,NaN,22.5,2.8,41.94,41.18,NaN,NaN,NaN,NaN,NaN,-,break and extended lines,2.81,2.83,3.0,False
11584,j033248.00m274829.63,4,23152,53.200012,-27.808231,jades-gds-wide3-v3_prism-clear_1180_10011141.spec.fits,jades-gds-wide3-v3,10011141,3,G140M   G235M   G395M,3,1.2405,1.2405,NaN,NaN,NaN,0,1.1,0.6,5.29,NaN,19.1,16.3,40.75,40.77,NaN,NaN,NaN,NaN,NaN,-,NaN,1.21,1.32,2.0,False
11585,j033247.21m274620.23,4,23153,53.196715,-27.772287,jades-gds-wide3-v3_prism-clear_1180_10012070.spec.fits,jades-gds-wide3-v3,10012070,3,G140M   G235M   G395M,3,2.8113,2.8113,NaN,NaN,NaN,0,10.61,0.6,5.29,NaN,52.4,66.0,42.37,42.86,NaN,NaN,NaN,NaN,NaN,-,NaN,2.8,2.82,3.0,False
11586,j033246.42m274618.14,8,18259,53.193414,-27.771706,jades-gds-wide3-v3_prism-clear_1180_10012102.spec.fits,jades-gds-wide3-v3,10012102,3,G140M   G235M   G395M,3,3.5027,3.5027,NaN,NaN,NaN,0,3.03,0.6,5.29,NaN,41.8,51.8,42.1,42.47,NaN,NaN,NaN,NaN,NaN,-,;,3.49,3.52,3.0,False
11587,j033248.14m274817.93,4,23154,53.200596,-27.804979,jades-gds-wide3-v3_prism-clear_1180_10013169.spec.fits,jades-gds-wide3-v3,10013169,3,G140M   G235M   G395M,3,5.0374,5.0374,NaN,NaN,NaN,0,15.34,0.6,5.29,-6.9,61.6,60.5,42.62,43.0,NaN,NaN,NaN,NaN,NaN,-,;,5.02,5.1,3.0,False
11588,j033248.44m274915.17,4,23155,53.201828,-27.82088,jades-gds-wide3-v3_prism-clear_1180_10013268.spec.fits,jades-gds-wide3-v3,10013268,3,G140M   G235M   G395M,3,4.0474,4.0474,NaN,NaN,NaN,0,2.35,0.6,5.29,2.9,41.5,36.4,41.87,42.1,NaN,NaN,NaN,NaN,NaN,-,NaN,4.04,4.07,3.0,False
11589,j033248.70m274811.47,4,23157,53.202897,-27.803186,jades-gds-wide3-v3_prism-clear_1180_10013314.spec.fits,jades-gds-wide3-v3,10013314,3,G140M   G235M   G395M,3,3.7118,3.7118,NaN,NaN,NaN,0,3.12,0.6,5.29,NaN,16.9,21.5,41.89,42.32,NaN,NaN,NaN,NaN,NaN,-,NaN,3.7,3.74,3.0,False
11590,j033249.28m274816.55,8,18336,53.20532,-27.804598,jades-gds-wide3-v3_prism-clear_1180_10013534.spec.fits,jades-gds-wide3-v3,10013534,3,G140M   G235M   G395M,3,5.3762,5.3762,NaN,NaN,NaN,0,3.82,0.6,5.29,-2.2,27.9,39.6,41.96,42.4,NaN,NaN,NaN,NaN,NaN,-,NaN,5.37,5.4,3.0,False
11591,j033245.78m274927.80,4,23160,53.19077,-27.824389,jades-gds-wide3-v3_prism-clear_1180_10013834.spec.fits,jades-gds-wide3-v3,10013834,3,G140M   G235M   G395M,1,5.0537,5.0537,NaN,NaN,NaN,0,0.15,0.6,5.29,0.2,2.9,0.9,40.94,40.68,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11592,j033250.03m274912.59,4,23161,53.208439,-27.820164,jades-gds-wide3-v3_prism-clear_1180_10034850.spec.fits,jades-gds-wide3-v3,10034850,3,G140M   G235M   G395M,3,2.0758,2.0758,NaN,NaN,NaN,0,4.95,0.6,5.29,NaN,12.8,18.9,41.36,41.72,NaN,NaN,NaN,NaN,NaN,-,NaN,2.07,0.53,2.0,False
11593,j033243.78m274900.30,4,23162,53.182435,-27.816749,jades-gds-wide3-v3_prism-clear_1180_100476.spec.fits,jades-gds-wide3-v3,100476,3,G140M   G235M   G395M,1,6.7576,6.7576,NaN,NaN,NaN,0,0.51,0.6,5.29,0.2,1.5,3.7,40.92,41.18,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11594,j033234.76m274841.66,4,23163,53.144852,-27.811573,jades-gds-wide3-v3_prism-clear_1180_10105320.spec.fits,jades-gds-wide3-v3,10105320,3,G140M   G235M   G395M,1,1.056,1.056,NaN,NaN,NaN,0,-0.1,0.6,5.29,NaN,1.0,2.8,39.57,40.12,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11595,j033240.04m274712.23,4,23164,53.166824,-27.78673,jades-gds-wide3-v3_prism-clear_1180_10105773.spec.fits,jades-gds-wide3-v3,10105773,3,G140M   G235M   G395M,1,8.5905,8.5905,NaN,NaN,NaN,0,0.13,0.6,5.29,2.0,NaN,0.5,NaN,40.89,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11596,j033245.53m274814.22,4,23165,53.189701,-27.803949,jades-gds-wide3-v3_prism-clear_1180_10106071.spec.fits,jades-gds-wide3-v3,10106071,3,G140M   G235M   G395M,1,3.701,3.701,NaN,NaN,NaN,0,-0.06,0.6,5.29,NaN,3.1,1.4,40.54,40.48,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11597,j033238.13m274829.30,4,23169,53.158892,-27.808138,jades-gds-wide3-v3_prism-clear_1180_10106939.spec.fits,jades-gds-wide3-v3,10106939,3,G140M   G235M   G395M,1,1.1978,1.1979,NaN,NaN,NaN,0,0.2,0.6,5.29,NaN,0.3,3.7,39.32,40.52,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11598,j033248.65m274921.45,4,23170,53.202688,-27.822626,jades-gds-wide3-v3_prism-clear_1180_10107244.spec.fits,jades-gds-wide3-v3,10107244,3,G140M   G235M   G395M,1,6.4423,6.4423,NaN,NaN,NaN,1,-0.16,0.6,5.29,1.3,2.6,0.8,41.1,40.47,NaN,NaN,NaN,NaN,NaN,KSc21  z=4.849,NaN,NaN,NaN,0.0,False
11599,j033248.68m274929.05,4,23171,53.20284,-27.824736,jades-gds-wide3-v3_prism-clear_1180_10110822.spec.fits,jades-gds-wide3-v3,10110822,3,G140M   G235M   G395M,3,3.2938,3.2938,NaN,NaN,NaN,0,0.12,0.6,5.29,NaN,9.1,5.4,41.23,41.29,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
11600,j033245.19m274846.20,4,23173,53.188311,-27.812834,jades-gds-wide3-v3_prism-clear_1180_103483.spec.fits,jades-gds-wide3-v3,103483,3,G140M   G235M   G395M,3,5.2619,5.2619,NaN,NaN,NaN,1,0.83,0.6,5.29,-1.3,14.4,19.9,41.73,42.04,NaN,NaN,NaN,NaN,NaN,CSi23  z=N/A,NaN,5.26,5.28,3.0,False
11601,j033246.52m274839.97,4,23174,53.193816,-27.811103,jades-gds-wide3-v3_prism-clear_1180_104732.spec.fits,jades-gds-wide3-v3,104732,3,G140M   G235M   G395M,1,0.7778,0.7778,NaN,NaN,NaN,0,-0.16,0.6,5.29,NaN,0.0,2.1,NaN,39.88,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11602,j033237.02m274839.92,4,23175,53.154246,-27.811088,jades-gds-wide3-v3_prism-clear_1180_104738.spec.fits,jades-gds-wide3-v3,104738,3,G140M   G235M   G395M,2,2.6005,2.6005,NaN,NaN,NaN,0,2.82,0.6,5.29,NaN,4.0,4.4,40.55,40.79,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11603,j033235.35m274837.69,4,23176,53.147297,-27.81047,jades-gds-wide3-v3_prism-clear_1180_105068.spec.fits,jades-gds-wide3-v3,105068,3,G140M   G235M   G395M,2,2.0074,2.0074,NaN,NaN,NaN,0,1.42,0.6,5.29,NaN,19.0,1.0,41.22,40.01,NaN,NaN,NaN,NaN,NaN,-,single line maybe broad in grating;,NaN,NaN,1.0,False
11604,j033245.95m274836.51,4,23177,53.191465,-27.810142,jades-gds-wide3-v3_prism-clear_1180_105373.spec.fits,jades-gds-wide3-v3,105373,3,G140M   G235M   G395M,3,4.8848,4.8848,NaN,NaN,NaN,0,1.94,0.6,5.29,-0.1,12.6,13.4,41.44,41.77,NaN,NaN,NaN,NaN,NaN,-,NaN,4.87,4.9,3.0,False
11605,j033246.88m274835.29,4,23178,53.195329,-27.809802,jades-gds-wide3-v3_prism-clear_1180_105581.spec.fits,jades-gds-wide3-v3,105581,3,G140M   G235M   G395M,3,4.0017,4.0017,NaN,NaN,NaN,1,11.45,0.6,5.29,-1.4,45.3,41.3,42.1,42.4,NaN,NaN,NaN,NaN,NaN,CSi23  z=N/A,NaN,4.0,4.02,3.0,False
11606,j033235.16m274832.52,4,23179,53.146497,-27.809033,jades-gds-wide3-v3_prism-clear_1180_106206.spec.fits,jades-gds-wide3-v3,106206,3,G140M   G235M   G395M,1,3.2042,3.2042,NaN,NaN,NaN,0,-0.08,0.6,5.29,NaN,1.7,0.0,40.55,39.17,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11607,j033235.56m274829.21,4,23180,53.148185,-27.808115,jades-gds-wide3-v3_prism-clear_1180_106914.spec.fits,jades-gds-wide3-v3,106914,3,G140M   G235M   G395M,1,0.7471,0.7471,NaN,NaN,NaN,0,2.59,0.6,5.29,NaN,2.4,-0.3,39.63,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11608,j033244.36m274828.27,4,23181,53.184827,-27.807853,jades-gds-wide3-v3_prism-clear_1180_107092.spec.fits,jades-gds-wide3-v3,107092,3,G140M   G235M   G395M,1,1.9378,1.9379,NaN,NaN,NaN,0,0.87,0.6,5.29,NaN,1.5,2.0,40.11,40.39,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11609,j033221.28m274554.70,4,18223,53.088652,-27.765195,jades-gds-wide3-v3_prism-clear_1180_107593.spec.fits,jades-gds-wide3-v3,107593,0,NaN,3,1.2273,1.2273,NaN,NaN,NaN,0,3.57,0.6,5.29,NaN,4.3,3.5,40.84,40.78,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11610,j033247.19m274819.11,4,23184,53.196615,-27.805309,jades-gds-wide3-v3_prism-clear_1180_108708.spec.fits,jades-gds-wide3-v3,108708,3,G140M   G235M   G395M,3,4.9589,4.9588,NaN,NaN,NaN,0,0.31,0.6,5.29,2.7,8.1,7.3,41.17,41.33,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
11611,j033245.71m274817.08,4,23185,53.190477,-27.804745,jades-gds-wide3-v3_prism-clear_1180_109026.spec.fits,jades-gds-wide3-v3,109026,3,G140M   G235M   G395M,3,4.0338,4.0338,NaN,NaN,NaN,1,4.18,0.6,5.29,-2.2,26.7,29.7,41.53,41.96,NaN,NaN,NaN,NaN,NaN,CSi23  z=N/A,NaN,4.03,4.07,3.0,False
11612,j033245.04m274811.75,4,23186,53.187662,-27.803263,jades-gds-wide3-v3_prism-clear_1180_110058.spec.fits,jades-gds-wide3-v3,110058,3,G140M   G235M   G395M,3,1.9888,1.9888,NaN,NaN,NaN,0,1.62,0.6,5.29,NaN,18.3,19.8,41.17,41.42,NaN,NaN,NaN,NaN,NaN,-,NaN,1.98,2.03,3.0,False
11613,j033228.54m274659.19,4,18252,53.118916,-27.783108,jades-gds-wide3-v3_prism-clear_1180_11666.spec.fits,jades-gds-wide3-v3,11666,0,NaN,3,2.3101,2.3101,NaN,NaN,NaN,0,4.53,0.6,5.29,NaN,23.3,29.3,41.62,42.0,NaN,NaN,NaN,NaN,NaN,-,NaN,2.3,0.65,2.0,False
11614,j033229.10m274658.21,4,18253,53.121261,-27.782836,jades-gds-wide3-v3_prism-clear_1180_11677.spec.fits,jades-gds-wide3-v3,11677,0,NaN,3,2.3151,2.3151,NaN,NaN,NaN,0,2.2,0.6,5.29,NaN,15.3,16.9,41.44,41.7,NaN,NaN,NaN,NaN,NaN,-,NaN,2.31,0.63,2.0,False
11615,j033229.56m274649.57,4,18254,53.12316,-27.780436,jades-gds-wide3-v3_prism-clear_1180_11764.spec.fits,jades-gds-wide3-v3,11764,0,NaN,3,0.7682,0.7682,NaN,NaN,NaN,0,10.33,0.6,5.29,NaN,3.6,8.1,40.05,40.54,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11616,j033230.96m274635.29,4,18256,53.129005,-27.776471,jades-gds-wide3-v3_prism-clear_1180_11898.spec.fits,jades-gds-wide3-v3,11898,0,NaN,3,2.4638,2.4638,NaN,NaN,NaN,0,2.34,0.6,5.29,NaN,4.6,4.4,40.82,41.05,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11617,j033231.32m274633.44,5,18258,53.130482,-27.775957,jades-gds-wide3-v3_prism-clear_1180_11929.spec.fits,jades-gds-wide3-v3,11929,0,NaN,3,3.0035,3.0035,NaN,NaN,NaN,0,24.46,0.6,5.29,NaN,35.3,26.0,42.6,42.68,NaN,NaN,NaN,NaN,NaN,-,NaN,3.0,3.01,3.0,False
11618,j033239.39m274714.52,4,23187,53.164112,-27.787367,jades-gds-wide3-v3_prism-clear_1180_120414.spec.fits,jades-gds-wide3-v3,120414,3,G140M   G235M   G395M,3,1.094,1.094,NaN,NaN,NaN,0,37.97,0.6,5.29,NaN,38.5,37.6,41.9,42.04,NaN,NaN,NaN,NaN,NaN,-,NaN,0.56,1.11,2.0,False
11619,j033229.15m274615.95,5,18260,53.121447,-27.771097,jades-gds-wide3-v3_prism-clear_1180_12122.spec.fits,jades-gds-wide3-v3,12122,0,NaN,3,2.5501,2.5501,NaN,NaN,NaN,0,2.91,0.6,5.29,NaN,29.5,40.3,41.68,42.18,NaN,NaN,NaN,NaN,NaN,-,NaN,2.54,2.56,3.0,False
11620,j033232.63m274613.79,4,18263,53.135975,-27.770497,jades-gds-wide3-v3_prism-clear_1180_12165.spec.fits,jades-gds-wide3-v3,12165,0,NaN,3,3.0107,3.0107,NaN,NaN,NaN,0,4.25,0.6,5.29,NaN,9.9,10.6,41.4,41.81,NaN,NaN,NaN,NaN,NaN,-,NaN,3.0,3.06,3.0,False
11621,j033231.92m274611.77,4,18264,53.133005,-27.769935,jades-gds-wide3-v3_prism-clear_1180_12186.spec.fits,jades-gds-wide3-v3,12186,0,NaN,1,0.5212,0.5212,NaN,NaN,NaN,0,2.76,0.6,5.29,NaN,0.4,-0.6,38.7,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11622,j033228.91m274606.67,4,18267,53.120459,-27.76852,jades-gds-wide3-v3_prism-clear_1180_12236.spec.fits,jades-gds-wide3-v3,12236,0,NaN,1,0.6923,0.6923,NaN,NaN,NaN,0,1.03,0.6,5.29,NaN,4.3,-0.4,39.62,NaN,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11623,j033234.06m274706.39,4,23189,53.141908,-27.785109,jades-gds-wide3-v3_prism-clear_1180_122768.spec.fits,jades-gds-wide3-v3,122768,3,G140M   G235M   G395M,3,1.0957,1.0957,NaN,NaN,NaN,0,4.83,0.6,5.29,NaN,4.1,6.2,40.21,40.56,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11624,j033232.87m274601.30,5,18276,53.136945,-27.767026,jades-gds-wide3-v3_prism-clear_1180_12323.spec.fits,jades-gds-wide3-v3,12323,0,NaN,3,2.8258,2.8258,NaN,NaN,NaN,0,3.4,0.6,5.29,NaN,8.5,4.5,41.03,41.02,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
11625,j033233.49m274559.43,5,18278,53.139524,-27.76651,jades-gds-wide3-v3_prism-clear_1180_12350.spec.fits,jades-gds-wide3-v3,12350,0,NaN,3,3.4472,3.4472,NaN,NaN,NaN,0,0.32,0.6,5.29,NaN,9.2,7.7,41.16,41.35,NaN,NaN,NaN,NaN,NaN,-,NaN,3.44,3.48,3.0,False
11626,j033229.30m274557.72,4,18281,53.122082,-27.766035,jades-gds-wide3-v3_prism-clear_1180_12382.spec.fits,jades-gds-wide3-v3,12382,0,NaN,3,2.241,2.241,NaN,NaN,NaN,0,7.53,0.6,5.29,NaN,30.0,39.7,41.86,42.21,NaN,NaN,NaN,NaN,NaN,-,NaN,2.23,2.26,3.0,False
11627,j033235.27m274700.81,4,23190,53.146944,-27.783559,jades-gds-wide3-v3_prism-clear_1180_123974.spec.fits,jades-gds-wide3-v3,123974,3,G140M   G235M   G395M,3,3.2477,3.2477,NaN,NaN,NaN,0,1.96,0.6,5.29,NaN,6.4,5.8,40.89,41.12,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
11628,j033229.82m274554.72,4,18284,53.124233,-27.765199,jades-gds-wide3-v3_prism-clear_1180_12413.spec.fits,jades-gds-wide3-v3,12413,0,NaN,3,1.8883,1.8883,NaN,NaN,NaN,0,4.4,0.6,5.29,NaN,4.3,2.9,40.68,40.71,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11629,j033233.89m274551.93,3,6677,53.141156,-27.764432,jades-gds-wide3-v3_prism-clear_1180_12447.spec.fits,jades-gds-wide3-v3,12447,0,NaN,3,4.2413,4.2413,NaN,NaN,NaN,0,9.81,0.6,5.29,1.0,43.1,11.3,42.49,41.87,NaN,NaN,NaN,NaN,NaN,-,NaN,4.24,4.24,3.0,False
11630,j033245.90m274656.42,4,23191,53.191231,-27.78234,jades-gds-wide3-v3_prism-clear_1180_124902.spec.fits,jades-gds-wide3-v3,124902,3,G140M   G235M   G395M,1,0.5172,0.5172,NaN,NaN,NaN,0,1.18,0.6,5.29,NaN,1.0,0.4,38.73,38.43,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11631,j033228.61m274545.50,4,18290,53.119188,-27.762638,jades-gds-wide3-v3_prism-clear_1180_12518.spec.fits,jades-gds-wide3-v3,12518,0,NaN,3,1.7563,1.7563,NaN,NaN,NaN,0,7.82,0.6,5.29,NaN,11.0,14.5,41.3,41.59,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,1.0,False
11632,j033231.34m274544.93,4,18291,53.130591,-27.762481,jades-gds-wide3-v3_prism-clear_1180_12523.spec.fits,jades-gds-wide3-v3,12523,0,NaN,3,1.6719,1.6719,NaN,NaN,NaN,0,51.95,0.6,5.29,NaN,20.6,1.5,42.06,40.86,NaN,NaN,NaN,NaN,NaN,-,red,1.67,1.68,3.0,False
11633,j033234.46m274651.08,4,23192,53.14359,-27.780855,jades-gds-wide3-v3_prism-clear_1180_125915.spec.fits,jades-gds-wide3-v3,125915,3,G140M   G235M   G395M,3,1.9031,1.9031,NaN,NaN,NaN,0,3.44,0.6,5.29,NaN,4.8,3.9,40.7,40.83,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
11634,j033235.26m274649.05,4,23195,53.146928,-27.780293,jades-gds-wide3-v3_prism-clear_1180_126279.spec.fits,jades-gds-wide3-v3,126279,3,G140M   G235M   G395M,3,1.0948,1.0948,NaN,NaN,NaN,0,3.98,0.6,5.29,NaN,2.4,4.0,39.89,40.26,NaN,NaN,NaN,NaN,NaN,-,;,NaN,NaN,0.0,False
11635,j033230.20m274537.46,4,18303,53.125833,-27.760406,jades-gds-wide3-v3_prism-clear_1180_12627.spec.fits,jades-gds-wide3-v3,12627,0,NaN,3,0.6571,0.6571,NaN,NaN,NaN,0,8.72,0.6,5.29,NaN,12.8,22.2,40.7,41.05,NaN,NaN,NaN,NaN,NaN,-,NaN,0.65,0.67,3.0,False
